,t,t_p,U,U_p,W,W_p,cohen_d,AUROC,corr,corr_p,mut_info
226__label.2,7.237001215988469,1.0468425148472916e-12,4584898.0,0.0231226795189615,-2.7395329233360517,0.006152655219750359,-0.23143149106610902,0.5254379511016679,-0.051992533627492496,2.4986239462561713e-09,0.024372474285607293
226__label.3,1.8166651109877752,0.06950478068183517,5745513.5,0.33888326968848936,1.135108225150957,0.25632997570808924,-0.046563155680232005,0.5092467333017867,-0.012132364945089846,0.16446012890725412,0.020066456467357385
226__label.4,46.17028479798782,0.0,19726098.5,5.114358025114644e-262,-49.82556805884652,0.0,-0.5904695806315031,0.7182942544757527,-0.22936838782631266,2.475422957622142e-156,0.11705784378154038
226__label.5,57.193728022338675,0.0,27430998.0,0.0,-66.12982622957271,0.0,-0.9308431273817339,0.7676076864312158,-0.3901809054802395,0.0,0.13949651059738466
226__label.6,33.41176407826781,1.5905488674176213e-96,3066657.0,2.54023375455954e-123,-38.87032964248994,0.0,-2.45844861149271,0.9303455192800559,-0.3218328998272896,3.8417404455e-314,0.04848905346669952
227__label.0,46.476520458310794,5.201404086276874e-220,7063136.0,1.808768637436731e-244,-54.6636308291037,0.0,-1.6031012047800834,0.8927268367883332,-0.32478527290081005,3.178e-320,0.06940091159348616
227__label.1,-94.09061516832287,0.0,3396857.0,0.0,113.08762513193598,0.0,2.011612376172357,0.9085010518781549,0.682352091122115,0.0,0.35748133668153126
227__label.2,33.06607764505526,9.224923431483664e-165,6668692.0,4.343630093455032e-123,-43.14412575289935,0.0,-0.7076839151706803,0.7642446704393607,-0.15722103410236943,1.920829524042937e-73,0.042111392330062225
227__label.3,22.78641345657571,7.111377233488039e-96,7914364.5,4.792089029089559e-74,-20.455357605536477,5.382614685209614e-93,-0.6367205265812304,0.6760057620986133,-0.16367680383987449,1.5974311256661137e-79,0.026184978421857297
227__label.4,15.219604432881983,8.739440409287242e-52,14148314.0,0.016131331987579878,-3.0367357031573268,0.0023915504897812456,-0.2051982729802521,0.5151881735112929,-0.08161949154425213,7.397418778037123e-21,0.09981337799012913
227__label.5,42.83777827575378,0.0,24392925.5,9.704679243234827e-239,-40.71839756364216,0.0,-0.6236567791709848,0.6825926314581776,-0.273126704691916,2.3158866560261066e-223,0.12395526182206895
227__label.6,16.403856074449347,5.351550204693305e-43,2397806.0,9.399547574212059e-36,-18.386299818834022,1.6913681694578102e-75,-0.6361825265861181,0.7274331848011805,-0.0876235287057277,8.332800603437637e-24,0.010308430028854954
228__label.0,-61.9103467451152,9.196442037027004e-293,541391.0,8.919776004093068e-295,104.07800052795741,0.0,2.1129855004001543,0.9315722824966599,0.41235216261059554,0.0,0.07705256410862127
228__label.1,70.80254007161649,0.0,32760730.0,0.0,-96.63378954607357,0.0,-1.304420399575631,0.8824546734536586,-0.5178080233373936,0.0,0.2991001497389716
228__label.2,-65.98409692526221,0.0,748460.0,1.853005608148778e-299,82.71976567322847,0.0,1.8904017391245747,0.9142250735171089,0.391347786748527,0.0,0.09589378892080491
228__label.3,-21.337720028368505,6.959524606921778e-86,3263753.5,7.155198830805983e-116,31.204592397669344,9.230706234131671e-214,0.604346762228666,0.7212263635229946,0.1555613767609026,6.386153816667793e-72,0.03217948676915916
228__label.4,9.483201683713919,2.9136383027004314e-21,13452076.5,0.10737798382571191,2.093718315505212,0.03628508038463404,-0.12187643741015058,0.510164198930757,-0.04858231744220004,2.5467108584527488e-08,0.09780411177598869
228__label.5,-9.606942280218414,8.988583555573206e-22,14305150.0,1.4831054418855757e-72,20.741167522971182,1.4730656622801602e-95,0.14981128177948103,0.599695822384898,0.06804404792514614,5.912117756600498e-15,0.09375229370683624
228__label.6,-11.851444518896862,2.2582309953406377e-26,910534.0,1.1531516354645351e-34,17.71202957447792,3.3863840576440475e-70,0.6183823141064803,0.7237672074013669,0.08518989323019098,1.3832422519684964e-22,0.008963724178783439
229__label.0,70.9368321846706,0.0,7553896.0,0.0,-85.19745793104123,0.0,-2.4265150551876693,0.954755179782471,-0.4612033491779178,0.0,0.11878413165569335
229__label.1,92.08367066147109,0.0,32242958.0,0.0,-113.99602110717385,0.0,-1.3966084143526512,0.8685077827346958,-0.5438365015932635,0.0,0.32102847765147424
229__label.2,-29.391529260472506,2.1424251754370003e-138,2960527.0,1.0526034094643452e-46,22.634203180704187,1.996394186320004e-113,0.6407073102911248,0.6607180266472302,0.14265962526022524,1.1548161086137225e-60,0.028436329858511966
229__label.3,37.16527841022726,6.529128155768811e-216,8638096.5,1.3342094704975913e-133,-42.65477791147298,0.0,-0.7563839927657532,0.7378233599885202,-0.19337557201061242,7.853156148713558e-111,0.050013889543411016
229__label.4,-72.09848187039783,0.0,6334912.5,0.0,66.02875424501114,0.0,0.985416618452059,0.7693243166479866,0.3659856787247487,0.0,0.12467870128780412
229__label.5,-71.18785250947643,0.0,7803235.0,0.0,71.55204712512945,0.0,1.0820745403519516,0.7816403484470713,0.4419082751444969,0.0,0.1589480648855801
229__label.6,-25.67190235064757,5.271296609047612e-75,448470.0,9.354437007662532e-89,26.37157872839391,2.903526202602956e-153,1.1764147416757196,0.8639456401444547,0.16054717621872672,1.523718794046528e-76,0.029842990256181867
230__label.0,11.805101218759846,1.9862821773077707e-30,4675132.0,1.0848067953639361e-14,-17.2311383025147,1.5506946158303585e-66,-0.212083419171756,0.5909012373438532,-0.04538378243771904,1.9616292038388283e-07,0.06358460098828744
230__label.1,197.8913144582371,0.0,36536200.0,0.0,-497.26261494979514,0.0,-3.2725404952416985,0.9841520759835803,-0.8351695374871833,0.0,0.4897332045400795
230__label.2,-50.80426859389101,1.1073e-319,2446004.0,1.129637095233283e-85,34.45385332734082,3.94270401441469e-260,0.8592225378926485,0.7196833320727126,0.1897784625079988,9.604546778567381e-107,0.03597931737613114
230__label.3,25.598867926559198,7.51690075627025e-130,7317076.5,3.1532738450473346e-38,-26.422557442827827,7.545087612866151e-154,-0.36963918144223346,0.6249883835545298,-0.09587552425068088,3.3756716397960905e-28,0.11783047643451261
230__label.4,-83.26404429572054,0.0,4904214.5,0.0,83.33097854911274,0.0,1.172535554534541,0.8214208908027771,0.4238382616351696,0.0,0.12237608180449677
230__label.5,-83.3161346213048,0.0,8117566.0,0.0,69.11884034027163,0.0,1.1847024215384157,0.7728443545250268,0.47469909542598604,0.0,0.17355986825463066
230__label.6,9.146741035255864,9.603123463433401e-18,1985902.0,1.8688751669040368e-08,-11.041190975553691,2.4180661967439e-28,-0.2991767626007981,0.6024720167365641,-0.041330368456519065,2.160247648621195e-06,0.024339503067440815
231__label.0,38.04302859851863,5.294338743835148e-197,5441505.0,2.2488115500107078e-57,-26.508653553506477,7.70332601416327e-155,-0.7590271277791975,0.6877649738045395,-0.16048447298647656,1.745758071437465e-76,0.027743828724764663
231__label.1,106.50295086600231,0.0,30600394.5,0.0,-89.73306476415998,0.0,-1.48390402379397,0.8242631081801484,-0.5671186868567686,0.0,0.282869857720923
231__label.2,55.40398732400106,1.9972812946e-313,7504292.5,1.0151780178199317e-226,-53.157984398147555,0.0,-1.1869401932654589,0.8600060624396908,-0.2579765579418878,1.182357326211223e-198,0.06106797526841068
231__label.3,70.6250444845602,0.0,9720610.5,9.144789052605939e-256,-65.67722812597478,0.0,-1.1317273948609654,0.8302863368393361,-0.2828581557076908,4.274284544194559e-240,0.058864008432248704
231__label.4,-113.66555346072334,0.0,3330152.5,0.0,125.35010794784952,0.0,1.626276360282416,0.8787378351944221,0.5444172779521335,0.0,0.18001359721685173
231__label.5,-77.18524817675554,0.0,7431962.0,0.0,75.96214994973647,0.0,1.219398725788766,0.7920297629541327,0.48536233487509567,0.0,0.20554466696883567
231__label.6,13.797390855948462,1.0146730934481415e-33,1953178.0,3.796535548769042e-07,-9.484088368794689,2.445109126585296e-21,-0.4699126314868593,0.5925443897561354,-0.064835825301554,1.0301664599028899e-13,0.01176228410414959
232__label.0,59.947477762657556,3.3486023223999784e-299,7332048.0,3.1578789627324194e-288,-66.04074101358232,0.0,-1.6073754484112905,0.9267152746627313,-0.32555955412123794,7.9e-322,0.09819632296269076
232__label.1,-124.0706287630173,0.0,2500539.0,0.0,145.4746836329443,0.0,2.340561217979934,0.9326445922693682,0.7356517723974989,0.0,0.3709743227665614
232__label.2,41.41356247299369,1.0782775973596514e-219,6929435.5,5.059540373116199e-152,-41.398671643540574,0.0,-0.9277256682765872,0.7941263669139775,-0.204299796558308,9.435706263892477e-124,0.04204712195506488
232__label.3,-21.911423909788397,9.114417014257287e-95,4261803.5,6.318816163531012e-45,26.102860809232798,3.383105780597687e-150,0.3853068110222066,0.6359778826294848,0.09989959116640049,1.74933101595444e-30,0.08267004056772786
232__label.4,36.69784231470407,1.9536363824765577e-276,16825074.5,3.105909991112741e-71,-23.795814384944702,3.690220262995131e-125,-0.5173776658051381,0.6126581160728006,-0.2022149625270607,3.1603593937577273e-121,0.1182082323286906
232__label.5,66.06108244687633,0.0,27193406.5,0.0,-63.86981680806005,0.0,-0.9799857342084994,0.7609591109170941,-0.4074326044784257,0.0,0.15376005697009676
232__label.6,-22.38204835386487,2.032349015447799e-65,939788.0,4.220636862789862e-32,24.614727551331253,8.786498020225278e-134,0.7626584573605171,0.7148922899192296,0.10486764441625254,1.9538600815274605e-33,0.01853183273041603
233__label.0,62.469196111765555,0.0,6789570.0,1.1333249839330642e-203,-86.92012172048099,0.0,-1.3650230354082877,0.8581501686011658,-0.28065117496470277,3.060995317767792e-236,0.063108715685404
233__label.1,-15.370424928569005,7.496160713986518e-53,18476917.0,0.6719598678718544,0.46420239948336656,0.642502742248979,0.22140398374284678,0.5022991930379649,0.10219704739792868,7.864516253773579e-32,0.2134216348228144
233__label.2,68.75998328018335,0.0,7548862.0,3.8730876038320427e-233,-85.20087670475671,0.0,-1.4043691816377442,0.8651138111315102,-0.3012511585425167,1.2953287187813965e-273,0.07899783901699786
233__label.3,111.36264607076087,0.0,11163361.5,0.0,-183.14203239901778,0.0,-2.1886304160205534,0.9535189715345838,-0.49540324029088134,0.0,0.14163301182519983
233__label.4,-100.1890765068953,0.0,2641461.5,0.0,127.66145971191929,0.0,1.4199219186074923,0.9038154139365723,0.49301978899070686,0.0,0.21333223280835756
233__label.5,-14.610749125938113,7.46968784849773e-48,16299843.0,2.213418819572058e-15,8.393843244123426,4.7050336536248055e-17,0.2442034513117859,0.5438778868190632,0.11049374807932251,5.934127861522223e-37,0.07302955728720195
233__label.6,40.588354596886155,2.5500599786091557e-117,3062080.0,1.536874585183708e-122,-48.37768271916943,0.0,-2.0382468800954308,0.9289569742155949,-0.27125258807808433,3.230559970730689e-220,0.038264820355384366
234__label.0,-2.013163743899633,0.04444032679414395,3717832.0,0.01050447600168742,3.262443941040172,0.0011045601671145822,0.05759889494882066,0.5300942242835983,0.01233737557434026,0.15744412604368446,0.01105329924554277
234__label.1,128.89087381369467,0.0,35616361.0,0.0,-226.68691534298677,0.0,-2.047339991823876,0.9593749655719704,-0.6887487500115974,0.0,0.41111934319587484
234__label.2,-101.83761154372816,0.0,211186.0,0.0,177.43408417510543,0.0,2.6834450003431436,0.9757976864171554,0.5168036077412053,0.0,0.13527535240685007
234__label.3,-13.483769057509084,5.995190801183844e-39,4318304.0,6.468729589708364e-42,17.53028769571924,8.414266263427372e-69,0.3182663464357922,0.6311518901494251,0.08264895262580223,2.38961197286574e-21,0.021422573639089393
234__label.4,2.0197256359355156,0.043433683555013015,13735605.0,0.9797771540874601,-0.03337005183880102,0.9733794915267954,-0.026108810390505815,0.5001600368794884,-0.010419217687911656,0.2325138171098666,0.14405691801417775
234__label.5,-50.32900323693694,0.0,8088940.0,0.0,68.15242397574484,0.0,0.7651425971275831,0.7736454022168309,0.3289483773942131,0.0,0.17921179498533002
234__label.6,-41.942856987392084,3.0937355945961044e-122,293867.0,1.4175542269912333e-112,52.76002608880549,0.0,1.8092552963297415,0.9108482472235165,0.24267889587932007,2.4955090784555867e-175,0.03804524381631036
235__label.0,-61.2927024140907,3.7277737e-316,803923.0,1.6509528409246888e-251,87.31977166273116,0.0,1.4719127353753363,0.8983902282482759,0.3007067123016849,1.3824808823649467e-272,0.07319053396427644
235__label.1,94.81651162820269,0.0,33117069.5,0.0,-115.5388395947025,0.0,-1.6969857926992358,0.8920531609449672,-0.6186538000886277,0.0,0.2744489537123349
235__label.2,-88.43766811733072,0.0,315732.0,0.0,129.1705433225794,0.0,2.183448076576335,0.9638165177988185,0.44087608360428926,0.0,0.12483163003571351
235__label.3,-13.168995946111698,6.511863403333999e-38,5074832.5,5.925822919471801e-12,11.425246856559585,3.1276557937071486e-30,0.23199512097009434,0.5665329778928794,0.06034228598808246,4.49833620403777e-12,0.04818026362748684
235__label.4,-56.8502305184679,0.0,6610435.5,0.0,62.82382275418451,0.0,0.7779229628999557,0.7592915882868297,0.2965011254286011,1.0204074636172575e-264,0.15849314536279646
235__label.5,1.0396552658761156,0.2985227387620203,18033813.5,0.4013535032003803,-0.9290630394795376,0.35285641754554486,-0.016625271284754665,0.5046441933416723,-0.007568497091850779,0.38580980074063304,0.0780603618280955
235__label.6,8.071896894889816,2.1795791384901227e-14,2026289.0,3.05149601174143e-10,-8.173960682795784,2.984271048761734e-16,-0.37389298987507236,0.6147244024735943,-0.051627421413500865,3.226752440574293e-09,0.015795114322212367
236__label.0,-23.903909055505284,4.179942775261975e-93,1779914.0,6.116266697518852e-121,27.02775838949831,6.974901042253188e-161,0.9022299533148691,0.7750323659384062,0.18975611662158526,1.0176812351902327e-106,0.03116399383441082
236__label.1,41.74105577223226,0.0,26551867.0,0.0,-45.520684894542796,0.0,-0.6938714163467229,0.7152105317271615,-0.3064739369486646,1.363666669258472e-283,0.07913595313455968
236__label.2,34.50839174602813,3.0823584508179993e-163,7296555.0,5.399354067246469e-198,-36.683170853058705,1.3548005166317242e-294,-1.0606467950474232,0.8361989534555907,-0.23208851030683075,4.059691330581326e-160,0.053490276871331455
236__label.3,-40.920416753126275,2.978028749449764e-230,1878976.0,4.00522633509346e-270,49.038679936151496,0.0,1.1440814982609475,0.8395071893839354,0.28569510282211297,4.201872102235741e-245,0.07367723700065176
236__label.4,22.809032423195056,1.0815406772835136e-111,16297658.5,1.385402614599997e-49,-17.854723170782382,2.6559430724431163e-71,-0.3438182341846051,0.5934531079198411,-0.13594088757613776,3.356377130955472e-55,0.041956288511140416
236__label.5,-20.714371773558415,1.0675674590500837e-93,11999129.5,1.5812947343894146e-193,35.08433597466369,1.168496343362723e-269,0.3175079210015564,0.6642257042677211,0.14305981014138833,5.3519469102870356e-61,0.10086680347970178
236__label.6,-35.215204175678686,1.7236480485550522e-100,177995.0,2.609479754040659e-132,44.28220889153921,0.0,4.121016353382666,0.9460008567295746,0.4950671992875374,0.0,0.06625281450265808
237__label.0,45.95711592756766,1.0612605717641541e-247,6413327.0,1.0942889026240226e-153,-64.70378919003129,0.0,-0.9326628078743217,0.8105959061243067,-0.19591491145778941,9.118783375464508e-114,0.055183042568221596
237__label.1,-84.65735455691043,0.0,4815092.0,0.0,111.2902603443522,0.0,1.3150103557919404,0.8702989695739587,0.5208746657722334,0.0,0.23827839634563985
237__label.2,67.09160138587303,0.0,7716810.0,3.8985756485809035e-258,-83.03316334085446,0.0,-1.429927145197514,0.8843609684317649,-0.30622366229803893,4.1451973635138633e-283,0.10108950530283667
237__label.3,101.9183972701103,0.0,11353742.5,0.0,-144.4911035571864,0.0,-2.5928442941369005,0.9697803723070773,-0.5598336720412321,0.0,0.18254482349520607
237__label.4,-32.48582645866305,7.2659447713448355e-221,10771137.5,2.3078956574288132e-65,22.701442266580546,4.3353797818889976e-114,0.4440245789591691,0.6077862948713186,0.17448762448570895,2.788601799694575e-90,0.0992533053591651
237__label.5,28.408096650425108,3.868655435344951e-172,24469554.0,2.49453110258845e-244,-40.45992104608861,0.0,-0.42442598490592814,0.6847369437285404,-0.18971247754056575,1.139431793663238e-106,0.16679622708760777
237__label.6,-24.38889916055271,1.6903292784267323e-69,442432.0,1.2434383402734542e-89,24.006021353242435,2.405968166381329e-127,1.7076282717020344,0.8657774153463809,0.22978746057158556,6.512062724830379e-157,0.04621104289669398
238__label.0,13.115824587803363,1.0196917348165532e-36,4374546.0,6.8390901213531386e-06,-9.354757978924662,8.379132802730042e-21,-0.23510788095788268,0.5529094460258243,-0.05029893633510945,8.06446995538766e-09,0.04504364844029296
238__label.1,-140.39433661281026,0.0,2008513.0,0.0,206.89223581055754,0.0,2.2200090495381066,0.9458979795766936,0.7175186124835651,0.0,0.40802876353850137
238__label.2,-11.323744935608925,2.988514883856189e-28,3748925.0,3.3182214195992843e-10,11.72577845187798,9.403260079554688e-32,0.22172598649926495,0.5703661301006434,0.04981766070118357,1.1175138298295932e-08,0.05173416770654349
238__label.3,-23.958526385358603,4.0156708392534676e-114,4597403.5,1.2656001044202139e-28,21.72721480076362,1.1347972352237877e-104,0.36300682208943963,0.6073125951310011,0.09417064324750338,2.939218580569251e-27,0.08212973069676965
238__label.4,100.60603232896798,0.0,24826516.5,0.0,-126.7829374107713,0.0,-1.6255519710889672,0.9040177995966852,-0.5442466196535519,0.0,0.20414635308723206
238__label.5,58.74078451487258,0.0,26008627.0,0.0,-53.37183646083009,0.0,-0.8829131863149471,0.7278051640236514,-0.3729493975369778,0.0,0.17407252143248986
238__label.6,-27.671541497857895,1.530035363217372e-80,417564.0,2.7477348786567305e-93,30.641612949728948,3.4181329902753545e-206,1.5559002117122926,0.8733217322926374,0.21031514364076875,3.4034205124855894e-131,0.03790005012089992
239__label.0,84.96504618093454,0.0,7724515.0,0.0,-142.27087159559142,0.0,-3.071702386893856,0.9763201277271218,-0.5496733936639112,0.0,0.13460275091685792
239__label.1,-85.14721739762666,0.0,3466716.0,0.0,112.3852335420528,0.0,1.5342165539159909,0.9066193050113177,0.579950938707644,0.0,0.3482867126103133
239__label.2,28.476056958564868,6.786786415895651e-136,6222459.0,9.881463920461165e-81,-38.105628909009866,0.0,-0.5477184784655755,0.7131055277072975,-0.12229023248656544,6.20366235520927e-45,0.04404885530599412
239__label.3,44.98827227289567,1.4118182027159587e-284,9530820.5,1.7687855283522353e-231,-64.32518887301309,0.0,-0.8936956404617253,0.8140754163556135,-0.2268071435351856,8.176029011672826e-153,0.06428209327094914
239__label.4,24.885538784263616,1.333254326424249e-131,18362996.5,2.986956925020011e-157,-34.300115551006805,7.816229905225885e-258,-0.38202463494696576,0.6686590802995511,-0.15072080225134943,1.4043462709904578e-67,0.07453173670640378
239__label.5,1.0429805720166707,0.2969773270913665,18908055.5,1.441436963506134e-07,-5.892069055509019,3.813897217338996e-09,-0.015629200982453108,0.5291083006629225,-0.007115069219731597,0.4149099792374278,0.12555619122693673
239__label.6,1.9765651962221316,0.04904098693327971,1766532.5,0.04868342966465215,-3.2411086901700603,0.0011906577701897628,-0.07108343777996033,0.5359209054151134,-0.009827886112647422,0.2601037284140618,0.009517725238836539
240__label.0,25.761114173984485,8.7494235131705e-109,5300345.0,2.5888431848819403e-47,-21.18193917629999,1.4014309529917997e-99,-0.6238649588509713,0.6699234200979365,-0.13246111493435003,1.773335284439697e-52,0.016454802944191327
240__label.1,111.50548530681878,0.0,33831266.5,0.0,-162.50985263453146,0.0,-1.677554843315705,0.9112910253154065,-0.6142523853396793,0.0,0.2819681349931209
240__label.2,22.972258347118235,1.519515081202831e-95,5342208.0,1.2327125877508126e-23,-16.838222397008273,1.2802493588466401e-63,-0.47153860242275275,0.6122271042625025,-0.10548574600273967,8.19452002223565e-34,0.03125334923788503
240__label.3,9.259926021296799,5.081724035178334e-20,5838887.0,0.8953975174601194,0.22648960637561139,0.8208206421347402,-0.15448171986916215,0.5012712320436231,-0.04022171076736571,4.014478478940423e-06,0.053510132307668545
240__label.4,-110.37823217640792,0.0,2001805.5,0.0,168.14383423618315,0.0,2.0838775788030306,0.9271074617604712,0.6394230634371452,0.0,0.23304531977529996
240__label.5,-27.07835986024294,7.328738414205887e-156,12193817.0,4.907042571623059e-181,33.606883848847104,1.3308145823955995e-247,0.4534335736246321,0.6587777208785612,0.2021648357397231,3.6316208698105105e-121,0.1033902982522863
240__label.6,-0.6749116661426527,0.5002396312496726,1473766.0,0.003695928695426409,5.590702742277026,2.2615245332031902e-08,0.02010464525896342,0.5528969837294191,0.002779760652339666,0.7500929575291374,0.013194261745945957
241__label.0,1.377793263924492,0.16855668426782514,4098768.0,0.1247904429494574,-3.0292935910554775,0.00245126342193709,-0.026156557243606483,0.5180531978103272,-0.005602933307823313,0.5208655740614897,0.03871722269883282
241__label.1,-130.51674915766654,0.0,3312372.0,0.0,149.61055515650608,0.0,1.8485037478040636,0.9107767698822022,0.6510504212428943,0.0,0.38028649629078104
241__label.2,0.24774707111387836,0.8043808197456269,4468263.0,0.2810911788708518,-1.8161235268773537,0.0693514254785052,-0.00557973579611631,0.5120713603014488,-0.0012552193151499594,0.8856361776456262,0.043396222382220184
241__label.3,-53.47343062243137,0.0,1670135.5,5.070831551598283e-299,55.841159846387235,0.0,1.2659631583673965,0.857345309091406,0.313274753485686,6.784863009433204e-297,0.0911009482026921
241__label.4,31.149107033278565,1.1652446187505564e-202,17722806.5,2.6638831113829084e-117,-31.85243761487061,1.2178794119075135e-222,-0.4488415584524149,0.6453475877216939,-0.176322001381861,3.5307265515804695e-92,0.14023232715221368
241__label.5,117.4437847413372,0.0,33077201.0,0.0,-178.91238549850522,0.0,-2.0790794725707618,0.9256066342620964,-0.6874153775184848,0.0,0.29685261359911075
241__label.6,-1.760758132087484,0.07929829149015068,1632549.0,0.7953478940146789,0.5052667660615976,0.6133714817898106,0.05595437854284429,0.5047262712604846,0.0077363079070328,0.3753639877315674,0.014567889943624568
242__label.0,-46.67365609160823,1.7544594265543217e-225,1005259.0,1.1466133923006445e-220,51.374060907410765,0.0,1.4174960769583314,0.872942884403896,0.2905444804039434,8.464101735678581e-254,0.05862365673000358
242__label.1,74.53022009505207,0.0,30253102.0,0.0,-83.02459564664241,0.0,-1.1728916865915582,0.8149083138980794,-0.47802994287535994,0.0,0.20782788491610993
242__label.2,57.23983494238408,4.32125061958512e-295,8000991.0,2.3692485979994382e-303,-61.5861384464725,0.0,-1.678043177454237,0.9169286465746642,-0.3531677962958568,0.0,0.10105728308573259
242__label.3,-5.955165699996074,3.2393401702318482e-09,5285144.5,5.075238385008062e-07,7.612378938625822,2.6909621148860177e-14,0.12491073400190658,0.5485691699537221,0.03253155750116177,0.00019255889603180852,0.03301620048311782
242__label.4,-0.5124177047090285,0.6083772563667668,13453419.5,0.10907948090224777,1.9474158180445447,0.0514849031802816,0.008699731970673282,0.5101152957386859,0.003471961153642523,0.6907536580315055,0.05319304484953635
242__label.5,-84.54634097353842,0.0,5391850.0,0.0,99.14234885029119,0.0,1.4300370030061393,0.8491186684463996,0.5455946850783405,0.0,0.20123025246687654
242__label.6,21.438071895267914,1.6022410522789025e-60,2592329.0,1.0970341260682682e-55,-21.748225086341698,7.180441627120502e-105,-1.0153419494291873,0.7864465017280211,-0.13902311368235068,1.130590365681648e-57,0.013045173219793371
243__label.0,13.261657347140915,1.9683762587251823e-36,4591891.0,8.238040972118157e-12,-9.12712917461773,7.033976748477045e-20,-0.3593699828937688,0.5803802060878931,-0.07675390062606745,1.276649171847428e-18,0.016772486918624985
243__label.1,-134.48008509148679,0.0,1999619.0,0.0,202.41013124188524,0.0,2.444565171821826,0.9461375515235244,0.7501225070221273,0.0,0.3671612178922752
243__label.2,-15.331451952552724,4.757449101489548e-47,3168734.0,2.4234918485666073e-34,16.300981638505057,9.711969979008473e-60,0.45295944113590003,0.636857112078351,0.10137306511198244,2.412071083517183e-31,0.04561935412594975
243__label.3,10.198830638236378,1.3144881659569946e-23,6175842.5,0.004436894459977763,-4.060941072865054,4.8875307552529216e-05,-0.22793690923496024,0.5275098355418815,-0.059290482448858886,1.0481941259552715e-11,0.026122416327645892
243__label.4,78.64734977185569,0.0,22317830.5,0.0,-82.22390538642273,0.0,-1.037286015526861,0.8126680205167643,-0.38249228323759393,0.0,0.1466769519851996
243__label.5,52.45998888396881,0.0,24893213.0,2.0681737341941965e-276,-43.97968703115837,0.0,-0.8372142259897435,0.6965922872645561,-0.3561522995815701,0.0,0.12236261328848985
243__label.6,25.489161457203316,5.496641460592292e-74,2834965.0,6.567804791313342e-87,-29.770011590468243,9.553236414375176e-195,-1.285374362253078,0.86005607574169,-0.17498053245136236,8.661131059553829e-91,0.023237129936099943
244__label.0,5.1100405080084474,4.015201678528659e-07,4457865.0,6.889554732162211e-08,-8.813938544300857,1.208243068179895e-18,-0.13420004459321516,0.5634403358903783,-0.028735249570194864,0.0009902555636553119,0.028554115929145585
244__label.1,146.32496522803646,0.0,34956292.0,0.0,-217.47594268515766,0.0,-2.3399746835089403,0.9415951122582048,-0.7355671718503297,0.0,0.3608325766045515
244__label.2,-24.14322477777653,1.5994900659236159e-102,3323338.0,1.979625668639229e-26,17.79704729814332,7.449439154015507e-71,0.5232130200184576,0.619139202325043,0.11689533795485804,3.5035732609758477e-41,0.02958623114987713
244__label.3,22.55243691750366,1.1150064362177518e-98,7307951.5,8.966530972138989e-38,-22.68490768699435,6.3139226182099895e-114,-0.4212835526521756,0.6242089713125045,-0.10912100421096678,4.4540862878392676e-36,0.06651909736372597
244__label.4,-64.99168467082549,0.0,6459282.5,0.0,61.56189551280612,0.0,0.9958904188950408,0.7647955824723387,0.3693474193797728,0.0,0.10261091954754753
244__label.5,-80.390205899569,0.0,6599139.0,0.0,84.93564079208382,0.0,1.271707548293707,0.815334833233993,0.5010375766522593,0.0,0.16000306622139293
244__label.6,37.95238791826481,3.734816919637316e-114,2878227.0,3.2211595723895943e-93,-43.478473489429625,0.0,-1.378909799794861,0.8731806631523765,-0.18728173669778708,5.905263999930026e-104,0.02262641990936265
245__label.0,-50.682016451546836,5.338659028677212e-261,1263864.0,4.943146549454949e-184,55.48585738740654,0.0,1.210406101088216,0.8402571731804894,0.2509830153228577,8.629370655688994e-188,0.039428795478197776
245__label.1,-93.15604916611093,0.0,6698577.0,0.0,88.87546819243776,0.0,1.3862795932140466,0.8195647478203574,0.5409947210281251,0.0,0.2533347307530718
245__label.2,-42.31664544758478,5.207951189651652e-233,2202861.0,2.888861844292398e-108,40.64600303445228,0.0,0.8603157034250917,0.7475479780789516,0.19001120046528608,5.2541488807281174e-107,0.03768931784868812
245__label.3,-58.86153487775832,0.0,2069730.5,5.091133759398364e-245,60.304249230459384,0.0,1.1481008349252533,0.8232138860939189,0.28661647451515765,9.649749928196345e-247,0.0633472441510261
245__label.4,68.0436009335814,0.0,20484866.5,0.0,-59.53587682481533,0.0,-0.9917742631826713,0.7459235748342644,-0.3680279900836896,0.0,0.14526664904703113
245__label.5,106.90658140476586,0.0,31775227.0,0.0,-132.95028128595087,0.0,-1.7104735625038365,0.8891732077446364,-0.6143934766414025,0.0,0.23818145649058375
245__label.6,-6.372977222161795,7.287661740496622e-10,1486969.0,0.007292358193708628,5.002905242485213,5.64727034467344e-07,0.22804587110775007,0.5488915302694936,0.031515129899728885,0.0003038120620739439,0.016018380935168386
246__label.0,21.829703363803567,2.4101894125906664e-82,5658071.0,9.564998810731003e-75,-25.129933196195864,2.342288354051126e-139,-0.6691718801212818,0.715137274173087,-0.14189358538176666,5.002235646429771e-60,0.021736081889722092
246__label.1,60.82812466574004,0.0,29424762.0,0.0,-74.80607255695449,0.0,-0.9281231666028319,0.7925958530887932,-0.395542238200172,0.0,0.22298200339791063
246__label.2,78.48914797533276,0.0,8364397.0,0.0,-96.65313188254734,0.0,-2.3910337524427545,0.9585756590181369,-0.47370834913972687,0.0,0.13555680742208764
